pnum,itamnum,servername,ip,hostname,center,loc1,loc2,isvm,vcenter,datein,dateout,charge,charge2,isoper,oper,power,pdu,os,osver,maker,model,serial,domain,charge3,usize,vmpnum,dateinsert,cpucore,memory
2752,NULL,"HUROS Mobile WEB 개발",10.10.10.10,huros_webdev,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2753,NULL,"KMS 2019 인증 서버",10.10.10.10,kms2019-server,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2016 or later",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2754,NULL,"META WAS",10.10.10.10,metawas,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2755,NULL,"운영 이슈관리",10.10.10.10,Operisumgt,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"CentOS 4/5/6/7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2756,NULL,"온슈어 온라인 WEB 운영 #2",10.10.10.10,osweb2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2757,NULL,"온슈어 온라인 WEB QA",10.10.10.10,oswebqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2758,NULL,"온슈어 온라인 WEB QA 복제서버",10.10.10.10,oswebqa_rpd,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2759,NULL,VPN보조서버,10.10.10.10,vpnsub2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,1,"Microsoft Windows Server 2008",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2760,NULL," 변액검증테스트#1",10.10.10.10,apiwebt01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2761,NULL,"63홈페이지 운영 #1",10.10.10.10,h63b_web1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2762,NULL,"오픈 API Outbount GW#1",10.10.10.10,hapigw1_dmz,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2763,NULL,"통합인증 WEB 운영#1",10.10.10.10,hcsweb1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2764,NULL,"총무구매 운영 WEB1",10.10.10.10,hgaps_web1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2765,NULL,"홈페이지 WEB1 운영",10.10.10.10,hlhp_web1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2766,NULL,보이는ARS컨텐츠서버,10.10.10.10,hli-arscont01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2767,NULL,보이는ARS컨텐츠서버(QA),10.10.10.10,hli-arscontdev,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2768,NULL,"외부 넥서스 서버",10.10.10.10,hliextnx,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"CentOS 4/5/6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2769,NULL,"복지몰 MVP WEB 운영#1",10.10.10.10,hlilpmweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2770,NULL,"대응개발 방카 웹#1 운영",10.10.10.10,hlipbcsweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2771,NULL,"주소현행화 WEB 운영 #1",10.10.10.10,hlipesftpweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2772,NULL," H-CUVE 약관제공 WEB#1 운영",10.10.10.10,hliphcuveweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2773,NULL,"HMPS IB Proxy 운영#1",10.10.10.10,hliphmpsiprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2774,NULL,"HMPS OB Proxy 운영#1",10.10.10.10,hliphmpsoprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2775,NULL,"보험코어 용 이미지 WEB 운영 #1",10.10.10.10,hlipimaweb1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2776,NULL,"실손간편청구 WEB 운영#1",10.10.10.10,hlipmiweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2777,NULL,"메일 릴레이 서버 배치 #1",10.10.10.10,hliprbmus01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2778,NULL,"메일 수신 서버 #1",10.10.10.10,hlipremus01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2779,NULL,"메일 릴레이 서버 실시간 #1",10.10.10.10,hliprrmus01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2780,NULL,"SIEM 고도화사업 IBM Xforce TI Proxy 연동용 (보안)",10.10.10.10,hlipsiemproxy1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2781,NULL,"인증서 관리서버 #2 (OB DMZ망)",10.10.10.10,hlipsslap02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2782,NULL,"sso 프로젝트 운영 WEB #1",10.10.10.10,hlipssoweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2783,NULL,"아름다운선물서비스 DMZ 운영 WEB#1",10.10.10.10,hliphbgextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2784,NULL,"이미지 외부 WEB 운영 #1",10.10.10.10,hlipimgextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2785,NULL,"아름다운선물서비스 DMZ QA WEB#1",10.10.10.10,hliqhbgextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2786,NULL,SSLVPNWEB#1,10.10.10.10,hli-sslvpnweb1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2787,NULL,NULL,10.10.10.10,sfaweb_qa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2788,NULL,"UPCHECK (네트워크)",10.10.10.10,hlipupcheck,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2789,NULL,"대응개발 방카 웹 QA",10.10.10.10,hliqbcsweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2790,NULL,"H-CUVE 약관제공 WEB #1 QA",10.10.10.10,hliqhcuveweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2791,NULL,"HMPS InBound Proxy 개발",10.10.10.10,hliqhmpsiprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2792,NULL,"HMPS InBound Proxy 개발",10.10.10.10,hliqhmpsoprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2793,NULL,"보험코어 QA 이미지시스템 WEB",10.10.10.10,hliqimaweb,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2794,NULL,"라플아 고도화 WEB 서버 QA #1 (DMZ)",10.10.10.10,hliqlpaeweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2795,NULL,"개인정보 이상행위 소명용 웹 QA",10.10.10.10,hliqpvsweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2796,NULL,"메일 수신 서버 QA",10.10.10.10,hliqreceivemail,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2797,NULL,"메일 릴레이 서버 QA",10.10.10.10,hliqrelaymail,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2798,NULL,"SSO 프로젝트 WEB QA#1",10.10.10.10,hliqssoweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2799,NULL,"스마트폰 전자서명 청약 운영 WEB #1",10.10.10.10,hli-sefwebprd1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2800,NULL,"스마트폰 전자서명 청약 QA WEB",10.10.10.10,hli-sefwebqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2801,NULL,"영업포털 QA WEB",10.10.10.10,hmpwebqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2802,NULL,"영업포털 QA WEB 복제 서버",10.10.10.10,hmpwebqa_rpd,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2803,NULL,"오즈 WEB 운영 #1",10.10.10.10,ozweb1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2804,NULL,"생체인증 외부 WEB QA #1",10.10.10.10,hliqbasextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2805,NULL,"생체인증 외부 WEB 운영 #1",10.10.10.10,hlipbasextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2806,NULL,"라이프플러스아카데미 DMZ 운영 WEB#1",10.10.10.10,hliplpaeweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2807,NULL,"SSLVPN 2차인증 WEB 서버 #1",10.10.10.10,hlipsslweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2808,NULL,"스마트인증 WEB#1",10.10.10.10,hlipsotpweb1,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2809,NULL,"비대면 접수 시스템 Thru Web #1",10.10.10.10,hlipnformweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2810,NULL,"{논리) 보이는 TM 대출 청약 운영 중계 #1",10.10.10.10,hliptmmextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2811,NULL,"{논리) 보이는 TM 대출 청약 운영 프록시 #1",10.10.10.10,hliptmmprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2812,NULL,"비대면 접수 시스템 Thru Web QA",10.10.10.10,hliqnformweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2813,NULL,"{논리) 보이는 TM 대출 청약 QA 프록시 #1",10.10.10.10,hliqtmmprx01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2814,NULL,"스마트인증 WEB#2",10.10.10.10,hlipsotpweb2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2815,NULL,"보이는 TM 대출 청약 외부WEB#1",10.10.10.10,hliqtmmextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2816,NULL,"(논리)통합구매QA WEB(DMZ)",10.10.10.10,hliqgapsextweb01,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2817,NULL,NULL,10.10.10.10,hapigw2_dmz,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2818,NULL,"비대면 접수 시스템 Thru Web #2",10.10.10.10,hlipnformweb02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2819,NULL,"보이는 TM 대출 청약 운영 중계 #2",10.10.10.10,hliptmmextweb02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2820,NULL,"보이는 TM 대출 청약 운영 프록시 #2",10.10.10.10,hliptmmprx02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2821,NULL,NULL,10.10.10.10,hli-sslvpnweb2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 6 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2822,NULL,변액검증테스트#2,10.10.10.10,apiwebt02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2823,NULL,"FP사이버교육 WEB",10.10.10.10,efp-web,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"CentOS 4/5/6/7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2824,NULL,"FP사이버교육 WEB 개발",10.10.10.10,efp-webdev,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"CentOS 4/5/6/7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2825,NULL,"63 홈페이지 운영 #2",10.10.10.10,h63b_web2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2826,NULL,"63빌딩 홈페이지QA",10.10.10.10,h63b_webqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2827,NULL,"통합인증 WEB 운영#2",10.10.10.10,hcsweb2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2828,NULL,"통합인증 WEB QA",10.10.10.10,hcswebqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 8 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2829,NULL,"OpenAPI GW 개발",10.10.10.10,heapigwd,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2830,NULL,"총무구매 운영 WEB#2",10.10.10.10,hgaps_web2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2831,NULL,"총무구매 QA WEB",10.10.10.10,hgaps_webqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2832,NULL,"홈페이지 운영 WAS #2",10.10.10.10,hlhp_web2,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2833,NULL,보이는ARS컨텐츠서버,10.10.10.10,hli-arscont02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2834,NULL,"복지몰 MVP WEB 운영#2",10.10.10.10,hlilpmweb02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2835,NULL,"복지몰 MVP WEBQA",10.10.10.10,hlilpmwebqa,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,1,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2836,NULL,"대응개발 방카 웹#2 운영",10.10.10.10,hlipbcsweb02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,2,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2837,NULL,"H-CUVE 약관제공 WEB#2 운영",10.10.10.10,hliphcuveweb02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2838,NULL,"HMPS IB Proxy 운영#2",10.10.10.10,hliphmpsiprx02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
2839,NULL,"HMPS OB Proxy 운영#2",10.10.10.10,hliphmpsoprx02,IDC,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,1,0,0,NULL,0,"Red Hat Enterprise Linux 7 (64-bit)",NULL,NULL,NULL,0,charge3,1,NULL,"2024-10-29 21:51:45",NULL,NULL
